gene,gene_url,gene_url_lynx,gene_url_ucsc
ORC6,https://www.dbdb.urmc.rochester.edu/genes/ORC6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ORC6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ORC6
OTX2,https://www.dbdb.urmc.rochester.edu/genes/OTX2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=OTX2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=OTX2
PAFAH1B1,https://www.dbdb.urmc.rochester.edu/genes/PAFAH1B1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PAFAH1B1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PAFAH1B1
PAK3,https://www.dbdb.urmc.rochester.edu/genes/PAK3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PAK3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PAK3
PAX2,https://www.dbdb.urmc.rochester.edu/genes/PAX2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PAX2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PAX2
PAX6,https://www.dbdb.urmc.rochester.edu/genes/PAX6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PAX6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PAX6
PCDH19,https://www.dbdb.urmc.rochester.edu/genes/PCDH19?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PCDH19,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PCDH19
PCNT,https://www.dbdb.urmc.rochester.edu/genes/PCNT?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PCNT,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PCNT
PDCD10,https://www.dbdb.urmc.rochester.edu/genes/PDCD10?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PDCD10,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PDCD10
PDE4D,https://www.dbdb.urmc.rochester.edu/genes/PDE4D?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PDE4D,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PDE4D
PDE6D,https://www.dbdb.urmc.rochester.edu/genes/PDE6D?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PDE6D,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PDE6D
PDHB,https://www.dbdb.urmc.rochester.edu/genes/PDHB?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PDHB,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PDHB
PEX1,https://www.dbdb.urmc.rochester.edu/genes/PEX1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX1
PEX10,https://www.dbdb.urmc.rochester.edu/genes/PEX10?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX10,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX10
PEX12,https://www.dbdb.urmc.rochester.edu/genes/PEX12?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX12,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX12
PEX13,https://www.dbdb.urmc.rochester.edu/genes/PEX13?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX13,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX13
PEX14,https://www.dbdb.urmc.rochester.edu/genes/PEX14?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX14,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX14
PEX16,https://www.dbdb.urmc.rochester.edu/genes/PEX16?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX16,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX16
PEX19,https://www.dbdb.urmc.rochester.edu/genes/PEX19?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX19,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX19
PEX2,https://www.dbdb.urmc.rochester.edu/genes/PEX2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX2
PEX26,https://www.dbdb.urmc.rochester.edu/genes/PEX26?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX26,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX26
PEX3,https://www.dbdb.urmc.rochester.edu/genes/PEX3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX3
PEX5,https://www.dbdb.urmc.rochester.edu/genes/PEX5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX5
PEX6,https://www.dbdb.urmc.rochester.edu/genes/PEX6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX6
PEX7,https://www.dbdb.urmc.rochester.edu/genes/PEX7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PEX7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PEX7
PGAP2,https://www.dbdb.urmc.rochester.edu/genes/PGAP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PGAP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PGAP2
PGAP3,https://www.dbdb.urmc.rochester.edu/genes/PGAP3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PGAP3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PGAP3
PHF6,https://www.dbdb.urmc.rochester.edu/genes/PHF6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PHF6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PHF6
PHF8,https://www.dbdb.urmc.rochester.edu/genes/PHF8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PHF8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PHF8
PHOX2B,https://www.dbdb.urmc.rochester.edu/genes/PHOX2B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PHOX2B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PHOX2B
PI4KA,https://www.dbdb.urmc.rochester.edu/genes/PI4KA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PI4KA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PI4KA
PIGA,https://www.dbdb.urmc.rochester.edu/genes/PIGA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIGA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIGA
PIGM,https://www.dbdb.urmc.rochester.edu/genes/PIGM?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIGM,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIGM
PIGN,https://www.dbdb.urmc.rochester.edu/genes/PIGN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIGN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIGN
PIGO,https://www.dbdb.urmc.rochester.edu/genes/PIGO?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIGO,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIGO
PIGT,https://www.dbdb.urmc.rochester.edu/genes/PIGT?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIGT,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIGT
PIGV,https://www.dbdb.urmc.rochester.edu/genes/PIGV?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIGV,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIGV
PIK3CA,https://www.dbdb.urmc.rochester.edu/genes/PIK3CA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIK3CA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIK3CA
PIK3R2,https://www.dbdb.urmc.rochester.edu/genes/PIK3R2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PIK3R2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PIK3R2
PITX2,https://www.dbdb.urmc.rochester.edu/genes/PITX2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PITX2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PITX2
PLA2G6,https://www.dbdb.urmc.rochester.edu/genes/PLA2G6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PLA2G6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PLA2G6
PLCB1,https://www.dbdb.urmc.rochester.edu/genes/PLCB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PLCB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PLCB1
PLK4,https://www.dbdb.urmc.rochester.edu/genes/PLK4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PLK4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PLK4
PMM2,https://www.dbdb.urmc.rochester.edu/genes/PMM2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PMM2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PMM2
PNKP,https://www.dbdb.urmc.rochester.edu/genes/PNKP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PNKP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PNKP
PNPO,https://www.dbdb.urmc.rochester.edu/genes/PNPO?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PNPO,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PNPO
POGZ,https://www.dbdb.urmc.rochester.edu/genes/POGZ?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=POGZ,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=POGZ
POLH,https://www.dbdb.urmc.rochester.edu/genes/POLH?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=POLH,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=POLH
POMGNT1,https://www.dbdb.urmc.rochester.edu/genes/POMGNT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=POMGNT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=POMGNT1
POMT1,https://www.dbdb.urmc.rochester.edu/genes/POMT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=POMT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=POMT1
POMT2,https://www.dbdb.urmc.rochester.edu/genes/POMT2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=POMT2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=POMT2
PORCN,https://www.dbdb.urmc.rochester.edu/genes/PORCN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PORCN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PORCN
PPP2R5D,https://www.dbdb.urmc.rochester.edu/genes/PPP2R5D?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PPP2R5D,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PPP2R5D
PQBP1,https://www.dbdb.urmc.rochester.edu/genes/PQBP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PQBP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PQBP1
PRICKLE1,https://www.dbdb.urmc.rochester.edu/genes/PRICKLE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PRICKLE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PRICKLE1
PRICKLE2,https://www.dbdb.urmc.rochester.edu/genes/PRICKLE2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PRICKLE2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PRICKLE2
PRKAR1A,https://www.dbdb.urmc.rochester.edu/genes/PRKAR1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PRKAR1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PRKAR1A
PRPS1,https://www.dbdb.urmc.rochester.edu/genes/PRPS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PRPS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PRPS1
PRRT2,https://www.dbdb.urmc.rochester.edu/genes/PRRT2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PRRT2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PRRT2
PTCH1,https://www.dbdb.urmc.rochester.edu/genes/PTCH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PTCH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PTCH1
PTDSS1,https://www.dbdb.urmc.rochester.edu/genes/PTDSS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PTDSS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PTDSS1
PTEN,https://www.dbdb.urmc.rochester.edu/genes/PTEN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PTEN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PTEN
PTF1A,https://www.dbdb.urmc.rochester.edu/genes/PTF1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PTF1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PTF1A
PTPN11,https://www.dbdb.urmc.rochester.edu/genes/PTPN11?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PTPN11,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PTPN11
PURA,https://www.dbdb.urmc.rochester.edu/genes/PURA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PURA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PURA
PYCR2,https://www.dbdb.urmc.rochester.edu/genes/PYCR2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PYCR2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PYCR2
QARS,https://www.dbdb.urmc.rochester.edu/genes/QARS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=QARS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=QARS
QDPR,https://www.dbdb.urmc.rochester.edu/genes/QDPR?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=QDPR,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=QDPR
RAB18,https://www.dbdb.urmc.rochester.edu/genes/RAB18?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAB18,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAB18
RAB39B,https://www.dbdb.urmc.rochester.edu/genes/RAB39B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAB39B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAB39B
RAB3GAP1,https://www.dbdb.urmc.rochester.edu/genes/RAB3GAP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAB3GAP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAB3GAP1
RAB3GAP2,https://www.dbdb.urmc.rochester.edu/genes/RAB3GAP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAB3GAP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAB3GAP2
RAD50,https://www.dbdb.urmc.rochester.edu/genes/RAD50?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAD50,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAD50
RAF1,https://www.dbdb.urmc.rochester.edu/genes/RAF1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAF1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAF1
RAI1,https://www.dbdb.urmc.rochester.edu/genes/RAI1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RAI1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RAI1
RARS2,https://www.dbdb.urmc.rochester.edu/genes/RARS2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RARS2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RARS2
RBBP8,https://www.dbdb.urmc.rochester.edu/genes/RBBP8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RBBP8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RBBP8
RBM10,https://www.dbdb.urmc.rochester.edu/genes/RBM10?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RBM10,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RBM10
RD3,https://www.dbdb.urmc.rochester.edu/genes/RD3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RD3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RD3
RDH12,https://www.dbdb.urmc.rochester.edu/genes/RDH12?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RDH12,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RDH12
RELN,https://www.dbdb.urmc.rochester.edu/genes/RELN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RELN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RELN
RGS6,https://www.dbdb.urmc.rochester.edu/genes/RGS6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RGS6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RGS6
RIMS3,https://www.dbdb.urmc.rochester.edu/genes/RIMS3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RIMS3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RIMS3
RIN2,https://www.dbdb.urmc.rochester.edu/genes/RIN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RIN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RIN2
RMND1,https://www.dbdb.urmc.rochester.edu/genes/RMND1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RMND1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RMND1
RNASEH2A,https://www.dbdb.urmc.rochester.edu/genes/RNASEH2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RNASEH2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RNASEH2A
RNASEH2B,https://www.dbdb.urmc.rochester.edu/genes/RNASEH2B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RNASEH2B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RNASEH2B
RNASEH2C,https://www.dbdb.urmc.rochester.edu/genes/RNASEH2C?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RNASEH2C,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RNASEH2C
RNF216,https://www.dbdb.urmc.rochester.edu/genes/RNF216?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RNF216,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RNF216
RNU4ATAC,https://www.dbdb.urmc.rochester.edu/genes/RNU4ATAC?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RNU4ATAC,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RNU4ATAC
RPE65,https://www.dbdb.urmc.rochester.edu/genes/RPE65?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RPE65,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RPE65
RPGRIP1,https://www.dbdb.urmc.rochester.edu/genes/RPGRIP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RPGRIP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RPGRIP1
RPGRIP1L,https://www.dbdb.urmc.rochester.edu/genes/RPGRIP1L?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RPGRIP1L,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RPGRIP1L
RPL10,https://www.dbdb.urmc.rochester.edu/genes/RPL10?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RPL10,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RPL10
RPS6KA3,https://www.dbdb.urmc.rochester.edu/genes/RPS6KA3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RPS6KA3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RPS6KA3
RTTN,https://www.dbdb.urmc.rochester.edu/genes/RTTN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RTTN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RTTN
SACS,https://www.dbdb.urmc.rochester.edu/genes/SACS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SACS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SACS
SAMHD1,https://www.dbdb.urmc.rochester.edu/genes/SAMHD1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SAMHD1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SAMHD1
SATB2,https://www.dbdb.urmc.rochester.edu/genes/SATB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SATB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SATB2
SCN1A,https://www.dbdb.urmc.rochester.edu/genes/SCN1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SCN1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SCN1A
SCN1B,https://www.dbdb.urmc.rochester.edu/genes/SCN1B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SCN1B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SCN1B
SCN2A,https://www.dbdb.urmc.rochester.edu/genes/SCN2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SCN2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SCN2A
SCN8A,https://www.dbdb.urmc.rochester.edu/genes/SCN8A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SCN8A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SCN8A
SCN9A,https://www.dbdb.urmc.rochester.edu/genes/SCN9A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SCN9A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SCN9A
SDCCAG8,https://www.dbdb.urmc.rochester.edu/genes/SDCCAG8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SDCCAG8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SDCCAG8
SETD5,https://www.dbdb.urmc.rochester.edu/genes/SETD5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SETD5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SETD5
SHANK2,https://www.dbdb.urmc.rochester.edu/genes/SHANK2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SHANK2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SHANK2
