phenotype,gene,gene_chromosome,gene_inheritence,syndrome,phenotype_description,phenotype_name,phenotype_url,gene_url,gene_url_lynx,gene_url_ucsc,syndrome_features,syndrome_inheritence,syndrome_name,syndrome_synonyms,syndrome_url
MIC,XPA,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/XPA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=XPA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=XPA,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,XPC,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/XPC?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=XPC,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=XPC,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,ZBTB18,3,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ZBTB18?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZBTB18,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZBTB18,,,,,
MIC,ZEB2,1,AD/de novo,Mowat_Wilson,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ZEB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZEB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZEB2,"Microcephaly, mental retardation, cupped ears, hypertelorism, downslanting palprebral fissures, deep-set eyes, prominent nasal tip with long columella, varying absence of the enteric ganglia (Hirschsprung disease)",AD,Mowat-Wilson syndrome,Hirschsprung disease-mental retardation syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/Mowat_Wilson?content-type=text/html
MSG,ASPM,1,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ASPM?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ASPM,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ASPM,,,,,
MSG,ATR,2,AR,Seckel,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ATR?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ATR,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ATR,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
MSG,CDK5RAP2,1,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDK5RAP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDK5RAP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDK5RAP2,,,,,
MSG,CENPJ,2,AR,Seckel,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CENPJ?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CENPJ,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CENPJ,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
MSG,CEP152,2,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP152?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP152,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP152,,,,,
MSG,MCPH1,1,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/MCPH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MCPH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MCPH1,,,,,
MSG,NDE1,2,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/NDE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NDE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NDE1,,,,,
MSG,PCNT,1,AR,MOPD 2,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/PCNT?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PCNT,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PCNT,,,,,
MSG,PNKP,2,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/PNKP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PNKP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PNKP,,,,,
MSG,SLC25A19,2,AR,Amish_MIC,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/SLC25A19?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC25A19,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC25A19,Severe congenital microcephaly,AR,Amish microcephaly,,https://www.dbdb.urmc.rochester.edu/syndromes/Amish_MIC?content-type=text/html
MSG,STAMBP,2,AR,MIC_CAP,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/STAMBP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STAMBP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STAMBP,"Progressive microcephaly, infant-onset epilepsy including infantile spasms",AR,Microcephaly capillary malformation syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/MIC_CAP?content-type=text/html
MSG,STIL,1,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/STIL?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STIL,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STIL,,,,,
MSG,WDR62,1,AR,,"Congenital microcephaly associated with a reduced number of gyri, thin or normal cortical thickness, and reduced number and depth of sulci",Microcephaly with simplified gyral pattern,https://www.dbdb.urmc.rochester.edu/phenotypes/MSG?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/WDR62?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR62,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR62,,,,,
MTM,AHI1,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/AHI1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=AHI1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=AHI1,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,ARL13B,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ARL13B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ARL13B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ARL13B,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,C5orf42,2,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/C5orf42?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=C5orf42,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=C5orf42,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,CC2D2A,2,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CC2D2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CC2D2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CC2D2A,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,CEP290,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP290?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP290,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP290,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,CEP41,2,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP41?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP41,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP41,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,INPP5E,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/INPP5E?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=INPP5E,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=INPP5E,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,KIF7,3,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KIF7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF7,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,MKS1,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/MKS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MKS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MKS1,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,NPHP1,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/NPHP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NPHP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NPHP1,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,OFD1,3,XL,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/OFD1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=OFD1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=OFD1,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,PDE6D,3,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/PDE6D?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PDE6D,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PDE6D,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,RPGRIP1L,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/RPGRIP1L?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RPGRIP1L,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RPGRIP1L,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,TCTN1,3,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/TCTN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCTN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCTN1,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,TCTN2,3,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/TCTN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCTN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCTN2,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,TCTN3,3,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/TCTN3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCTN3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCTN3,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,TMEM138,2,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/TMEM138?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM138,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM138,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
MTM,TMEM216,1,AR,JSRD,"A malformation of the brainstem and cerebellum that resembles a tooth when seen on axial MRI. Characterized by 1) Hypoplastic, high-lying cerebellar vermis (best seen on sagittal midline view) 2) Deficiency of the dorsal midbrain with a narrow isthmus and abnormally deep interpeduncular fossa (seen on axial view) 3) Large, elongated cerebellar peduncles (seen on axial view).",Molar tooth malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/MTM?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/TMEM216?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM216,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM216,"Abnormal eye movements, neonatal disordered breathing (tachypnea, hyperpnea, central apnea), molar tooth malformation",AR,Joubert syndrome related disorders,Joubert Syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/JSRD?content-type=text/html
